시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
대구광역시 달서구 유천동,현대아이파크,84.9962,"48,500",14,2015,조암남로 182
인천광역시 계양구 효성동,동남,51.51,"11,000",2,1984,안남로 590
경기도 의정부시 신곡동,장암현대2,70.79,"32,800",11,1998,신곡로 13
경기도 수원시 권선구 입북동,서수원자이,84.8086,"45,800",13,2009,입북로 50
부산광역시 사상구 모라동,모라벽산,59.88,"17,500",10,2001,백양대로934번길 84
대전광역시 유성구 지족동,열매마을2단지(한라),59.945,"32,000",10,2001,노은동로 233
울산광역시 남구 무거동,선경,71.985,"11,000",14,1991,신복로 67
경기도 의정부시 민락동,호반베르디움1차,84.9788,"54,000",5,2017,민락로 211
대구광역시 동구 신기동,신기모란1차,49.5,"13,000",2,1987,율하동로20길 40
광주광역시 광산구 우산동,대덕,59.94,"9,900",1,1991,사암로118번길 127-6
울산광역시 울주군 온양읍 망양리,회야리버,39.715,"6,900",9,2000,원동2길 19-2
서울특별시 광진구 구의동,현대13차폴라트리움,154.92,"174,000",5,2006,구의강변로 102
대구광역시 중구 남산동,e편한세상남산,59.9875,"47,800",18,2020,달구벌대로 2020
대구광역시 동구 신천동,신천LH,45.68,"12,000",4,1989,동부로 1
경기도 수원시 권선구 권선동,권선자이e편한세상,160.8608,"75,000",8,2011,권광로 55
울산광역시 울주군 범서읍 천상리,경동태원하이빌,59.961,"10,500",22,2001,천상길 43
서울특별시 노원구 월계동,청백4,59.4,"47,700",8,1998,월계로45가길 94
경기도 수원시 권선구 권선동,권선자이e편한세상,160.8608,"75,000",8,2011,권광로 55
경기도 안양시 동안구 비산동,관악부영4,84.63,"70,000",10,1993,학의로 46
부산광역시 금정구 장전동,벽산블루밍장전디자인시티2단지,84.99,"50,800",12,2012,금강로 225
울산광역시 남구 무거동,옥현으뜸마을주공3,75.5,"39,200",11,2001,옥현로 34
부산광역시 연제구 거제동,쌍용더플래티넘거제아시아드,84.805,"70,000",16,2023,아시아드대로 7
부산광역시 사하구 괴정동,힐스테이트사하역,84.921,"63,000",17,2022,괴정로 166
경기도 수원시 영통구 매탄동,주공그린빌3,84.51,"53,000",11,2002,동탄원천로915번길 36
울산광역시 남구 무거동,옥현으뜸마을주공3,59.84,"28,000",9,2001,옥현로 34
서울특별시 노원구 중계동,주공5,84.79,"109,500",4,1992,중계로 230
서울특별시 노원구 중계동,주공5,84.79,"109,500",4,1992,중계로 230
서울특별시 노원구 중계동,대림벽산(363),141.45,"155,000",9,1993,한글비석로8길 20
광주광역시 북구 각화동,금호타운2,71.11,"14,500",5,1990,각화대로 33
부산광역시 사하구 괴정동,동진그린힐,84.95,"20,200",15,1995,장평로 378
대전광역시 유성구 전민동,세종,84.83,"29,500",11,1994,유성대로 1741
경기도 수원시 권선구 권선동,권선자이e편한세상,160.8608,"75,000",8,2011,권광로 55
인천광역시 미추홀구 용현동,한양1차,84.6,"24,800",10,1990,낙섬중로 20
경기도 수원시 권선구 권선동,수원아이파크시티4단지,84.866,"58,000",1,2012,동수원로145번길 23
세종특별자치시  고운동,가락마을8단지(고운뜰아파트),74.77,"39,800",20,2015,만남로 92
부산광역시 연제구 거제동,레이카운티(1단지),59.9866,"68,000",8,2024,아시아드대로 39
세종특별자치시  고운동,가락마을17단지(골드클래스),59.9881,"32,900",2,2015,마음안1로 167
대전광역시 유성구 상대동,이지,59.3065,"18,000",2,2002,월드컵대로290번길 25
경기도 수원시 권선구 권선동,매탄권선역리버파크,59.81,"45,900",8,2001,세권로 334
경기도 수원시 권선구 권선동,권선대우,84.9392,"47,200",8,2000,동탄원천로813번길 16
서울특별시 성동구 성수동1가,서울숲한양현대,84.81,"140,000",15,1999,상원1길 17
서울특별시 양천구 신월동,신월시영,43.2,"49,000",3,1988,신월로 99
서울특별시 양천구 신월동,신월시영,43.2,"49,300",6,1988,신월로 99
경기도 수원시 권선구 권선동,성지,49.395,"24,000",11,1994,경수대로302번길 32
경기도 의정부시 장암동,장암주공2,41.85,"15,800",12,1993,동일로 397
서울특별시 동대문구 답십리동,힐스테이트청계,59.86,"128,000",20,2018,천호대로55길 11
부산광역시 기장군 정관읍 모전리,이지더원,84.7808,"23,000",2,2011,정관1로 18
서울특별시 동대문구 답십리동,래미안미드카운티,59.98,"119,000",3,2019,답십리로 141
대구광역시 북구 대현동,대현e-편한세상,84.7511,"29,800",20,2008,대현로10길 82
경기도 의정부시 신곡동,신곡서해,84.93,"29,500",14,1998,동일로466번길 3
인천광역시 동구 송림동,동인천역파크푸르지오,70.1725,"50,000",27,2023,화도진로 16
부산광역시 동구 초량동,센텀동원2차,42.6036,"20,500",8,2017,고관로7번길 11
대구광역시 수성구 지산동,청구타운,134.75,"22,100",8,1991,지산로 48
부산광역시 부산진구 양정동,양정이즈카운티,49.35,"26,000",7,2020,양지로14번길 24
인천광역시 미추홀구 주안동,주안파크자이더플래티넘,59.96,"41,000",8,2023,인하로222번길 20
인천광역시 미추홀구 주안동,이츠,59.526,"18,500",6,2015,경원대로897번길 40
인천광역시 서구 당하동,검단신안인스빌어반퍼스트,84.7322,"54,000",5,2022,이음1로 173
서울특별시 구로구 개봉동,삼호,84.88,"66,500",3,1996,남부순환로95길 16
울산광역시 울주군 범서읍 구영리,현대2차,71.115,"16,000",7,1992,구영앞길 114
울산광역시 울주군 범서읍 구영리,구영1차우미린,67.925,"39,000",11,2007,구영로 75-9
울산광역시 울주군 범서읍 구영리,구영1차우미린,67.925,"39,000",11,2007,구영로 75-9
울산광역시 울주군 범서읍 구영리,동문굿모닝힐,69.5091,"35,500",14,2007,구영로 75-25
서울특별시 동대문구 답십리동,래미안미드카운티,59.98,"119,000",3,2019,답십리로 141
울산광역시 중구 남외동,남외푸르지오2차,101.9431,"55,000",2,2007,남외로 60
서울특별시 동대문구 답십리동,답십리청솔우성,59.89,"80,000",4,2000,전농로10길 20
부산광역시 부산진구 전포동,서면롯데캐슬스카이,72.2103,"50,500",34,2004,전포대로275번길 20
경기도 수원시 팔달구 매교동,힐스테이트푸르지오수원,49.92,"63,000",12,2023,효원로93번길 34
부산광역시 부산진구 연지동,화인,134.85,"43,500",8,1996,동평로291번길 30
경기도 안양시 동안구 비산동,샛별한양6(고층1109),49.68,"59,500",16,1993,달안로 62
부산광역시 부산진구 연지동,연지자이,84.8984,"38,900",7,2007,동평로183번길 67
부산광역시 부산진구 양정동,양정이즈카운티,47.14,"24,000",18,2020,양지로14번길 24
경기도 의정부시 고산동,의정부고산대방노블랜드에듀파크아파트,84.9632,"54,500",7,2020,서광로 210
경기도 수원시 장안구 정자동,화서역 우방 센트럴파크,59.96,"43,700",4,1999,수성로245번길 21
대구광역시 서구 평리동,평리푸르지오,84.9203,"32,850",11,2011,국채보상로50길 20
대구광역시 서구 평리동,평리푸르지오,84.9203,"32,850",11,2011,국채보상로50길 20
대구광역시 서구 평리동,평리롯데캐슬,84.9639,"27,500",1,2009,국채보상로 316
대구광역시 달서구 이곡동,한빛마을(성서주공3차),59.99,"15,100",7,1998,선원남로 99
대전광역시 중구 대흥동,대전센트럴자이2단지,39.3305,"19,000",9,2013,충무로107번길 100
부산광역시 부산진구 부전동,더샵센트럴스타,154.28,"74,500",16,2011,중앙대로666번길 50
서울특별시 동대문구 답십리동,우성그린,84.98,"64,000",1,1997,답십리로59길 33
부산광역시 부산진구 개금동,개금주공2,32.39,"10,000",10,1988,백양관문로 7
부산광역시 부산진구 개금동,엘지신개금(2-1),84.99,"31,000",21,1998,백양대로300번길 20
부산광역시 부산진구 개금동,엘지신개금(2-1),84.99,"32,500",23,1998,백양대로300번길 20
광주광역시 북구 신용동,용두주공,59.99,"14,300",5,1998,임방울대로1041번길 15
경기도 안양시 동안구 관양동,공작성일,39.6,"35,000",14,1993,달안로 153
대구광역시 달성군 유가읍 봉리,하나리움퀸즈파크,59.8767,"15,900",19,2015,테크노북로 164
인천광역시 동구 송림동,엘에이치브리즈힐,74.94,"35,300",7,2021,송림로162번길 9
인천광역시 미추홀구 도화동,대동(919-0),50.88,"9,800",1,1983,염전로128번길 35
서울특별시 영등포구 문래동2가,남성,58.52,"74,500",13,1983,경인로77길 21
인천광역시 부평구 삼산동,삼산타운7단지,84.07,"43,800",20,2004,체육관로 27
부산광역시 부산진구 개금동,개금우드빌,44.87,"8,500",8,1994,백양대로208번길 144
서울특별시 구로구 고척동,산업인,47,"25,000",3,1976,경인로47다길 43
서울특별시 강남구 논현동,동현아파트1~6,84.92,"255,000",8,1986,언주로146길 18
대전광역시 동구 가오동,은어송마을5단지(우미린),59.993,"29,000",12,2007,은어송로 100
울산광역시 울주군 삼남읍 교동리,새진흥,51.48,"4,000",2,1989,자수정로 31
부산광역시 사상구 덕포동,오양힐타운,84.945,"13,400",4,1992,덕상로 8-35
부산광역시 북구 덕천동,롯데,59.9645,"17,300",17,2004,함박봉로 26
서울특별시 양천구 목동,금강에스쁘아,82.615,"104,000",4,2002,목동중앙본로 15
대전광역시 동구 천동,위드힐,84.99,"32,500",10,2013,대전로542번길 121
경기도 성남시 분당구 야탑동,장미마을(현대),133.448,"141,000",9,1993,장미로 101
경기도 성남시 분당구 야탑동,장미마을(현대),41.76,"62,000",4,1993,장미로 101
부산광역시 동구 좌천동,좌천시민(737-1),36.4,"2,200",2,1962,성북로22번길 29
경기도 성남시 분당구 야탑동,탑마을(주공),35.28,"52,000",8,1993,매화로 12
서울특별시 노원구 상계동,보람아파트,54.59,"52,000",5,1988,한글비석로 479
서울특별시 노원구 상계동,상계주공5(저층),31.98,"45,500",5,1987,동일로216길 47
서울특별시 강남구 자곡동,강남자곡아이파크,84.92,"185,000",4,2014,자곡로 175
경기도 안양시 동안구 관양동,한가람(세경),51.75,"50,000",2,1996,달안로 110
서울특별시 노원구 상계동,상계주공2(고층),68.86,"67,500",7,1987,동일로215길 23
서울특별시 노원구 상계동,상계주공16(고층),45.77,"38,000",8,1988,동일로227길 86
서울특별시 양천구 목동,목동신시가지1,154.44,"359,000",7,1985,목동서로 38
대구광역시 서구 내당동,삼익주택,84.66,"31,000",8,1979,서대구로 25
대구광역시 동구 신암동,동대구해모로스퀘어이스트,84.985,"45,800",8,2024,동북로75길 13
서울특별시 노원구 상계동,상계주공13(고층),49.94,"39,500",10,1989,한글비석로54길 92
서울특별시 노원구 상계동,두산,58.65,"48,000",8,1994,동일로241길 53
울산광역시 중구 약사동,약사아이파크,59.71,"48,000",12,2015,평산로 50
광주광역시 북구 각화동,각화골드클래스,84.968,"33,000",2,2017,각화대로69번길 16
광주광역시 북구 중흥동,중흥동영무예다음아파트,83.9485,"37,300",7,2015,서방로40번길 13
서울특별시 노원구 상계동,상계2차중앙하이츠,84.6,"70,000",1,1998,노원로 428
경기도 수원시 영통구 원천동,광교중흥에스클래스,109.6186,"177,000",15,2019,광교호수공원로 277
경기도 의정부시 민락동,민락2지구18단지호반베르디움,84.9788,"44,500",8,2017,송양로 93
경기도 안양시 동안구 호계동,평촌두산위브리버뷰,70,"73,000",30,2022,엘에스로45번길 30
인천광역시 남동구 논현동,에코메트로5,84.986,"56,000",18,2010,소래역남로 39
부산광역시 북구 금곡동,금곡화목타운,68.12,"13,000",5,1994,효열로220번길 22
부산광역시 북구 금곡동,금곡3단지주공,49.77,"9,700",5,1994,효열로220번길 23
대구광역시 동구 입석동,유선아덴힐즈,65.0138,"15,250",3,2012,동촌로1길 15
경기도 안양시 동안구 관양동,한가람(신라),38.33,"32,900",16,1992,달안로 124
서울특별시 강서구 가양동,가양2단지(성지),34.44,"53,000",8,1992,허준로 47
인천광역시 부평구 부평동,욱일,84.16,"27,700",7,1991,부흥로243번길 39
인천광역시 부평구 부평동,중앙하이츠프리미어부평,74.8119,"49,500",17,2023,안남로15번길 24
서울특별시 영등포구 문래동5가,문래두산위브,79.86,"81,600",11,1988,선유로9나길 8
서울특별시 강동구 암사동,선사현대아파트,83.18,"154,000",16,2000,상암로 11
인천광역시 미추홀구 학익동,신동아3,84.91,"25,000",11,1990,매소홀로475번길 18
인천광역시 미추홀구 학익동,신동아3,84.91,"25,000",11,1990,매소홀로475번길 18
광주광역시 동구 계림동,그랜드센트럴,75.9117,"44,500",12,2020,경양로 234
광주광역시 서구 화정동,유니버시아드힐스테이트3단지,84.97,"55,800",16,2016,화운로 24
인천광역시 미추홀구 용현동,용현2단지금호타운,71.25,"31,800",16,1999,매소홀로 68
광주광역시 서구 치평동,호반,59.91,"20,000",14,1998,상무공원로 128
광주광역시 동구 소태동,e편한세상무등산,84.9508,"41,000",9,2022,지원로42번길 10
부산광역시 남구 대연동,대연힐스테이트푸르지오,84.38,"94,800",7,2013,수영로 345
서울특별시 노원구 하계동,미성,72.17,"71,800",4,1989,공릉로59길 28
부산광역시 북구 금곡동,신화명리버뷰자이,84.9763,"35,000",4,2015,금곡대로470번길 29
부산광역시 북구 화명동,우신,46.7,"18,900",3,1987,산성로12번길 27
광주광역시 서구 치평동,라인동산,59.87,"26,000",13,1999,상무평화로 64
대구광역시 달서구 상인동,시영장미4,49.8,"9,100",1,1993,상화로 380
인천광역시 남동구 만수동,만수주공1단지,39.72,"18,500",2,1986,만수로 14-25
인천광역시 남동구 만수동,신화,43.89,"9,000",4,1983,만경로8번길 41
인천광역시 남동구 만수동,담방마을,46.12,"12,800",15,1994,매소홀로 1030
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,"9,400",15,1992,담방로21번길 61
인천광역시 남동구 만수동,만수주공2단지,75.51,"31,500",3,1987,백범로124번길 43
인천광역시 남동구 만수동,삼환1단지,59.05,"21,500",1,1989,인주대로 857
부산광역시 남구 대연동,대우,117.87,"34,000",18,1996,홍곡로 343
대구광역시 남구 봉덕동,앞산비스타동원,84.9734,"44,500",11,2021,신촌길 57
경기도 수원시 영통구 하동,광교마을40단지,74.97,"76,800",16,2013,광교마을로 156
경기도 수원시 영통구 하동,광교마을40단지,101.82,"56,000",4,2013,광교마을로 156
광주광역시 광산구 월곡동,한성2차,59.04,"12,850",7,1991,월곡산정로 96-21
서울특별시 동대문구 전농동,전농SK,114.3,"100,000",12,2000,사가정로 148
