시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
충청남도 천안시 서북구 성거읍 저리,스윗트리,84.923,"13,000",5,2005,수청1길 19
경기도 파주시 와동동,해솔마을7단지롯데캐슬,59.1152,"42,100",11,2014,가온로 205
전라남도 목포시 상동,신안,59.94,"11,000",6,1995,하당남부로 25
경상북도 안동시 송현동,청구송현하이츠,72.76,"14,700",1,2001,송현길 84-28
경상남도 창원시 마산회원구 석전동,전원파크맨션,79.57,"9,000",1,1988,북성로 246
경상북도 안동시 송현동,송현2주공(316),42.48,"8,300",1,1990,경북대로 467
경상북도 구미시 송정동,구미송정미소지움,59.9573,"16,500",6,2018,송정대로10길 22
경기도 평택시 죽백동,평택소사벌반도유보라아이비파크,84.8976,"34,000",13,2016,비전2로 317
경상남도 진주시 칠암동,현대,82.56,"12,500",4,1986,강남로255번길 18
경상북도 구미시 송정동,구미송정미소지움,81.9608,"19,950",6,2018,송정대로10길 22
경상북도 포항시 남구 해도동,선화(다),47.09,"2,700",5,1990,문예로152번길 7-9
경기도 화성시 기산동,에스케이뷰파크2차,59.9889,"49,000",5,2017,동탄지성로 256
경상북도 구미시 비산동,구미강변코오롱하늘채,69.9474,"24,200",6,2017,낙동강변로 761
경상북도 포항시 남구 효자동,효자웰빙타운에스케이뷰2차,97.9772,"32,500",15,2008,효성로63번길 17
경상북도 영천시 완산동,e편한세상센텀스타시티영천2블럭,84.7086,"32,400",10,2021,완산9길 16
충청남도 천안시 서북구 직산읍 삼은리,직산월드메르디앙레이크파크,59.9032,"22,000",13,2020,직산로 59
경상북도 영천시 완산동,영천완산미소지움2차,67.1603,"23,200",8,2019,완산5길 111
경기도 오산시 외삼미동,서동탄역더샵파크시티,74.6784,"53,000",9,2019,문시로 183-19
경기도 시흥시 배곧동,한라비발디캠퍼스2차,69.8608,"47,000",36,2018,배곧1로 27-16
충청남도 논산시 강산동,동신,77.72,"17,800",6,1995,시민로307번길 19
충청남도 천안시 서북구 직산읍 모시리,동보호수마을,25.725,"2,000",7,1997,상덕로 32
경기도 포천시 신북면 가채리,거산,43.03,"4,300",3,2003,호국로 1886-76
경기도 오산시 세교동,세마역에듀파크,59.98,"33,400",18,2010,수목원로 577-15
충청북도 청주시 흥덕구 강서동,가경아이파크5단지,84.8743,"59,000",25,2023,서부로 1123
충청북도 충주시 대소원면 본리,서충주오드카운티,84.9207,"22,900",13,2018,첨단산업2로 41
경기도 평택시 진위면 갈곶리,한일,84.65,"20,800",8,1996,엘지로 55
경상남도 창원시 의창구 북면 신촌리,춘광2,59.81,"6,200",11,1995,신촌본포로 12-13
경상남도 창원시 성산구 외동,경남맨션,63.15,"9,500",3,1983,창원대로780번길 48
경기도 오산시 지곶동,e편한세상오산세교,59.9841,"30,000",6,2018,세마문학로 50
충청남도 아산시 풍기동,아산풍기이지더원1차아파트,72.159,"26,000",4,2017,어의정로 184
경기도 이천시 증포동,이천증포새도시한양수자인5블럭,84.877,"40,000",14,2017,아리역로38번길 50
경상남도 진주시 주약동,한보은빛마을,84.86,"25,500",8,2002,천수로 30
경상남도 창원시 성산구 대방동,덕산타운2,84.87,"26,200",1,1996,대암로 272
경기도 부천시 소사구 송내동,중동역푸르지오2차,84.96,"58,000",9,2008,경인로133번길 23
경기도 남양주시 오남읍 양지리,삼신,84.96,"23,000",2,1995,진건오남로 795
경기도 부천시 소사구 송내동,우성,72.34,"43,200",1,1990,경인로29번길 32
경상남도 김해시 장유동,원메이저힐스테이트,84.9639,"45,500",5,2018,율하5로 99
충청북도 청주시 서원구 모충동,청주모충LH트릴로채,74.77,"33,200",12,2021,쌍샘로 22
충청남도 아산시 배방읍 북수리,새솔마을중앙하이츠3차,84.9966,"21,100",10,2008,북수로 137
경기도 광명시 철산동,광명푸르지오,84.7645,"76,500",3,2007,도덕공원로 59
경상남도 사천시 사남면 유천리,사천삼정그린코아포레스트,84.9875,"33,000",13,2023,항공로 162
경상남도 김해시 진영읍 진영리,진영자이,84.4205,"23,000",3,2007,김해대로361번길 31
경기도 남양주시 다산동,다산한강반도유보라,84.9802,"79,300",16,2019,다산지금로146번길 67
충청남도 천안시 동남구 신방동,신방삼부르네상스,59.9828,"22,000",2,2023,풍세로 678-22
경기도 화성시 향남읍 행정리,향남시범넓은들마을에일린의뜰,84.9741,"39,000",18,2008,행정중앙1로 39
전라남도 순천시 해룡면 상삼리,청솔1,56.4,"7,000",2,2001,장선배기길 284
경상남도 창원시 성산구 상남동,성원,49.98,"16,000",8,1994,원이대로 774
경기도 오산시 탑동,오산세교한신더휴,84.9746,"47,139",4,2025,초평중앙로 10
충청남도 공주시 옥룡동,주공2,41.85,"6,500",6,1994,우금티로 709-11
충청남도 천안시 동남구 신방동,향촌현대,84.72,"19,500",13,1997,서부대로 226-11
경기도 화성시 병점동,병점역센트럴허브시티,84.925,"41,000",4,2004,병점1로 65
경기도 화성시 병점동,병점역아이파크캐슬,84.98,"70,500",5,2021,병점노을로 31
전라남도 순천시 서면 선평리,순천금호어울림더파크1차,84.9922,"30,900",1,2021,강청새길 5
전라남도 순천시 서면 선평리,순천금호어울림더파크1차,84.9922,"30,900",1,2021,강청새길 5
경기도 광명시 철산동,도덕파크타운2단지,49.97,"56,000",23,2001,가림일로 101
충청남도 아산시 배방읍 공수리,배방한성필하우스1단지,84.9614,"24,700",11,2006,배방로 58-43
경기도 용인시 처인구 남사읍 아곡리,e편한세상용인한숲시티5단지,44.356,"23,700",10,2018,한숲로 83
경기도 용인시 처인구 이동읍 천리,한천마을금광베네스타,84.808,"28,300",14,2008,백옥대로 711
경기도 화성시 봉담읍 와우리,다온마을쌍용스윗닷홈,59.8333,"23,950",16,2006,와우로34번길 30
경기도 고양시 일산서구 탄현동,탄현마을(부영7),50.28,"17,500",12,1995,탄현로 64
충청남도 천안시 동남구 봉명동,봉명청솔(3차),56.34,"11,000",1,2001,봉서8길 13
경기도 화성시 병점동,병점역아이파크캐슬,105.99,"84,500",13,2021,병점노을로 31
경상남도 사천시 동금동,수남,60.84,"3,000",3,1988,남일로 86
전라남도 순천시 해룡면 신대리,중흥에듀힐스9단지,84.9684,"45,000",4,2019,좌야로 159-14
전라남도 순천시 해룡면 신대리,중흥에스-클래스5단지,84.9944,"32,000",17,2014,신대로 97
경상북도 영천시 망정동,인터불고코아루,75.6367,"17,500",6,2015,창신1길 42
경기도 고양시 일산서구 탄현동,탄현마을풍림,59.859,"24,700",8,2000,현중로 10
충청북도 청주시 흥덕구 강서동,우정,22.64,"3,200",9,1992,가로수로1154번길 21-5
경기도 화성시 봉담읍 동화리,휴먼시아동화마을5단지,84.85,"30,500",18,2008,동화역말길 22
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,"25,000",2,2003,시청로 221
경기도 화성시 봉담읍 수영리,중흥에스클래스더센트럴,72.2044,"57,300",4,2023,상리3길 160
경상남도 창원시 성산구 용호동,일동,59.61,"34,000",1,1987,외동반림로 216
충청북도 충주시 대소원면 본리,충주코아루퍼스트아파트,59.3554,"14,500",15,2016,첨단산업4로 24
경상북도 포항시 북구 흥해읍 마산리,한미장관맨션,84.89,"6,200",2,1992,동해대로1574번길 13
경상북도 구미시 황상동,황상1주공,39.69,"4,000",5,1991,검성로 69
경상남도 김해시 구산동,구산이진캐스빌1단지,73.1143,"25,000",5,2013,김해대로1902번길 88
전라남도 나주시 빛가람동,센트럴레이크,74.91,"20,000",3,2014,중야1길 42
경기도 파주시 동패동,책향기마을10단지동문굿모닝힐(1698),84.881,"34,000",14,2005,책향기로 441
경기도 고양시 일산서구 주엽동,"강선마을8단지(롯데,럭키)",60,"40,300",6,1993,강선로 70
경상북도 구미시 산동읍 인덕리,확장단지 우미린풀하우스,84.9495,"27,500",8,2016,신당인덕3로 1
경기도 남양주시 화도읍 창현리,경향,114.51,"33,700",9,1997,수레로1233번길 11
경상남도 김해시 장유동,원메이저힐스테이트,84.9639,"45,500",5,2018,율하5로 99
경기도 남양주시 다산동,다산한강반도유보라,84.9802,"79,300",16,2019,다산지금로146번길 67
충청남도 천안시 동남구 신부동,스카이타워,21.77,"7,500",16,2014,먹거리11길 5
충청남도 천안시 동남구 청당동,청당서희스타힐스,59.974,"29,100",8,2022,청당4로 45
경기도 용인시 기흥구 고매동,두진노블하우스,241.08,"50,000",1,1997,기흥단지로 133
충청북도 청주시 청원구 율량동,부강,29.08,"3,600",4,1993,공항로150번길 59
경기도 용인시 수지구 상현동,만현마을2단지아이파크,175.8742,"77,000",1,2002,만현로67번길 9
충청남도 천안시 동남구 청당동,청당마을벽산블루밍,117.881,"36,200",11,2007,청당2길 118
충청남도 천안시 동남구 청당동,청당마을신도브래뉴,112.161,"23,500",13,2006,풍세로 770
경기도 남양주시 다산동,경남아너스빌,84.95,"56,000",14,2008,가운로2길 111
경상북도 고령군 대가야읍 연조리,수정2차,73.61,"9,500",2,1991,주산순환길 156
경기도 여주시 가남읍 신해리,현진에버빌-1,49.58,"8,500",8,2000,경충대로 1472-19
경상남도 통영시 광도면 죽림리,주영더팰리스5차,84.9381,"31,000",13,2018,죽림5로 56
경기도 고양시 일산서구 대화동,한화 포레나 킨텍스,84.4989,"104,000",8,2019,킨텍스로 240
경기도 고양시 일산서구 대화동,대화마을동문(3단지),84.454,"39,500",10,2002,대화1로 51
전라남도 나주시 금천면 석전리,빛가람코오롱하늘채,84.8411,"29,500",13,2022,천석길 35
전라남도 광양시 성황동,광양센트럴자이,84.9986,"38,500",17,2022,성황수동로 21
경상남도 김해시 삼계동,해반천한라비발디,84.9362,"37,300",7,2020,김해대로1765번길 7
경기도 광주시 쌍령동,광주센트럴푸르지오,84.9119,"47,500",3,2018,경충대로1461번길 43
경기도 구리시 갈매동,엘에이치이스트힐,59.8,"58,800",17,2016,갈매중앙로 132
경기도 시흥시 정왕동,파라곤센트럴오션시티,59.7075,"31,800",2,2023,거북섬남로 11
충청남도 공주시 신관동,유진한아름,84.87,"17,000",2,1994,의당로 3-8
전라남도 순천시 조례동,대림2차,84.875,"13,500",10,1994,봉화2길 128
경상북도 포항시 남구 오천읍 문덕리,신문덕코아루,69.8623,"22,000",26,2018,해병로489번길 9
경기도 화성시 병점동,안화동마을주공9단지,84.87,"38,200",8,2005,병점3로 117
경상북도 구미시 고아읍 오로리,에덴,60,"4,500",12,1999,선산대로 1220
경상북도 구미시 상모동,화성파크프레지던트1단지,84.9024,"22,700",4,2004,상모로10길 40
경상남도 김해시 삼계동,화정마을부영1차,84.9814,"23,000",19,2002,해반천로168번길 7
경기도 화성시 새솔동,송산신도시대방노블랜드더센트럴3차,84.9644,"59,000",1,2019,수노을1로 108
경기도 안산시 단원구 신길동,안산아이파크,84.42,"43,800",1,2013,도일로 46
경상북도 포항시 남구 오천읍 문덕리,신문덕코아루,84.992,"26,500",16,2018,해병로489번길 9
경기도 광명시 하안동,주공10,45.77,"41,000",15,1990,하안로 320
충청북도 청주시 서원구 산남동,청주현진에버빌,84.99,"32,000",2,2006,탑골로 6
충청북도 청주시 흥덕구 옥산면 가락리,청주리버파크자이,84.963,"36,300",15,2019,오송가락로 1056
경기도 광명시 하안동,주공11,41.3,"41,500",12,1990,하안로 318
경상북도 성주군 성주읍 백전리,실리안,69.8745,"19,000",13,2013,성주순환로3길 35
충청남도 천안시 동남구 원성동,극동,59.9,"9,500",1,1995,충절로 190
경기도 광주시 탄벌동,산호,84.87,"31,500",15,1994,파발로 201
경상남도 김해시 진영읍 진영리,중흥에스-클래스진영1단지,59.9769,"14,000",8,2006,장등로 55
충청남도 천안시 동남구 문화동,천안역필하우스에듀시티(1단지),84.8959,"41,500",11,2022,성황로 40
경상북도 포항시 남구 오천읍 문덕리,신문덕코아루,84.992,"26,500",16,2018,해병로489번길 9
경기도 고양시 일산서구 일산동,후곡마을(금호),41.85,"30,000",10,1995,후곡로 36
경기도 부천시 오정구 내동,계남랑데뷰,58.43,"29,000",2,2017,부천로416번길 56
경상북도 포항시 북구 장성동,현진에버빌3단지,84.96,"18,000",14,2008,삼흥로69번길 6
경기도 김포시 사우동,풍년마을(신명),84.98,"40,000",4,1999,사우중로74번길 12
전라남도 광양시 중동,성호2차(206~215동),59.79,"5,400",19,2006,광장로 70
전라남도 광양시 중동,성호1차,59.94,"6,500",17,1998,광장로 112-20
경기도 시흥시 정왕동,파라곤센트럴오션시티,59.7075,"34,600",17,2023,거북섬남로 11
경기도 김포시 사우동,풍년마을(현대),59.995,"33,900",11,1998,사우로 12
경기도 광명시 하안동,주공5,45.77,"35,650",10,1990,가림로 38
경기도 여주시 가남읍 심석리,세광리치타운(101동-108동),58.74,"7,400",8,1999,경충대로 1162-20
전라남도 광양시 중동,성호1차,59.94,"5,600",11,1998,광장로 112-20
경기도 화성시 장지동,동탄호수하우스디,74.96,"58,500",16,2021,동탄대로1길 66
경기도 화성시 장지동,동탄2아이파크1단지,96.9237,"62,500",1,2019,동탄대로4길 123
경기도 광명시 하안동,주공6,36.34,"37,500",10,1990,금당로 11
경상남도 창원시 성산구 사파동,동성,59.92,"20,900",25,1992,창이대로 737
전라남도 순천시 덕월동,우성,60,"8,000",8,1996,덕월길 22
경상남도 김해시 내동,삼성,59.886,"18,300",15,1996,경원로 83
충청남도 천안시 서북구 와촌동,천안역사동아라이크텐,84.9864,"39,800",22,2021,천안천4길 20
충청북도 음성군 대소면 태생리,개나리,49.77,"7,150",10,1997,대금로 410-5
경기도 고양시 일산동구 사리현동,사리현동문디이스트2단지,84.6186,"30,000",7,2004,공릉천로 64
경기도 광명시 하안동,주공8(고층),45.77,"43,000",9,1990,하안로 237
경기도 광명시 하안동,하안현대아파트,52.7,"37,000",10,1995,가림일로 55
충청북도 음성군 대소면 태생리,대소두진하트리움,84.8125,"17,800",13,2012,대금로 552-12
경기도 김포시 풍무동,당곡마을(월드메르디앙),55.7447,"27,200",3,2002,풍무로69번길 51
경기도 용인시 처인구 역북동,우미린센트럴파크,59.9809,"51,000",19,2017,명지로16번길 25
경기도 화성시 장지동,금호어울림레이크,59.93,"60,000",7,2018,동탄대로4길 17
경상북도 포항시 남구 오천읍 문덕리,신문덕코아루,84.992,"26,500",16,2018,해병로489번길 9
경상북도 구미시 사곡동,e편한세상금오파크,84.8822,"36,500",10,2020,새마을로 150
경기도 용인시 처인구 역북동,우미린센트럴파크,59.9809,"51,000",19,2017,명지로16번길 25
경기도 시흥시 장현동,시흥능곡역모아미래도에듀포레,84.9613,"55,000",17,2020,장현순환로 81
경기도 군포시 대야미동,대림e-편한세상,84.927,"53,000",5,2008,군포로 109
경기도 구리시 인창동,인창칸타빌더헤리티지,84.9707,"82,000",12,2023,인창1로 39-9
경기도 구리시 인창동,주공1,59.56,"50,000",2,1996,건원대로 92
충청북도 음성군 맹동면 용촌리,음성미영황새마을,36.46,"3,800",2,2009,덕금로211번길 77
경기도 구리시 인창동,주공1,59.76,"54,000",2,1996,건원대로 92
경기도 김포시 풍무동,풍무푸르지오센트레빌,72.8531,"58,300",22,2016,유현로 200
경기도 구리시 인창동,한진,59.937,"41,700",3,2002,동구릉로238번길 20
경상북도 구미시 인의동,구미청구하이츠,74.42,"10,300",8,2000,인동19길 36-11
경상남도 김해시 외동,내외대동한마음,59.8,"14,900",10,1995,함박로101번길 19
경기도 용인시 기흥구 언남동,힐스테이트구성,59.9546,"63,500",22,2023,용인향교로 29
경상남도 김해시 외동,내외대동한마음,59.63,"13,300",7,1995,함박로101번길 19
경기도 남양주시 화도읍 마석우리,마석역신도브래뉴,123.808,"41,000",1,2009,마석로 110
경기도 부천시 오정구 오정동,오정휴먼시아2단지,110.53,"73,000",15,2006,오정로 253
경상북도 칠곡군 석적읍 남율리,우방신천지,84.93,"12,450",19,2002,석적로 955-19
경상북도 영주시 가흥동,화성리버빌1,55.8277,"10,000",14,2000,신재로12번길 56
경기도 군포시 대야미동,현대아이파크,84.755,"50,000",7,2007,대야2로143번길 25
경상북도 구미시 옥계동,옥계부영1차,85.35,"13,000",8,1999,산호대로25길 53
경기도 포천시 소흘읍 송우리,포천송우서희스타힐스,68.919,"27,000",5,2021,송선로 60
경기도 여주시 교동,여주역푸르지오클라테르,84.9907,"48,900",12,2021,세종로 220
충청북도 청주시 흥덕구 가경동,청주가경아이파크2단지,84.95,"57,800",9,2020,서현로 68
경상북도 포항시 북구 학잠동,학잠보성,59.98,"9,100",9,1998,양학로 70-30
경상남도 진주시 금산면 장사리,화광비발디,84.6132,"18,000",16,2007,중천로67번길 5
충청북도 청주시 상당구 용암동,건영,99.96,"21,500",7,1999,중흥로 71
경기도 광주시 초월읍 쌍동리,초월역모아미래도파크힐스,74.9775,"39,500",5,2020,경충대로1127번길 21-1
경기도 포천시 소흘읍 송우리,태봉공원푸르지오파크몬트,84.9662,"47,800",19,2024,태봉로 194
충청북도 청주시 흥덕구 가경동,청주가경IPARK1차,72.53,"50,000",12,2019,서현로 66
경상북도 칠곡군 약목면 복성리,오성타워맨션,84.94,"7,000",15,1994,복성13길 24
경기도 남양주시 와부읍 덕소리,현대,59.445,"35,300",12,1997,덕소로 150
전라남도 순천시 매곡동,주공2,46.03,"5,700",1,1982,북정3길 28
전라남도 여수시 율촌면 월산리,동양엔파트,84.8864,"12,500",1,2011,여순로 1038
충청북도 청주시 흥덕구 가경동,청주가경IPARK1차,72.53,"47,500",8,2019,서현로 66
경상북도 예천군 예천읍 동본리,세종,80.17,"4,500",5,1989,상설시장1길 30
충청북도 청주시 흥덕구 가경동,형석1,59.34,"11,750",2,1992,가경로 158
충청남도 공주시 의당면 청룡리,청룡신한1차,32.96,"4,100",2,1998,연수원길 115-21
경상북도 구미시 옥계동,옥계동화타운,59.74,"7,500",14,1998,흥안로 43
경기도 구리시 교문동,일성,84.85,"62,500",18,1999,체육관로 110
경상북도 포항시 남구 오천읍 용덕리,제일신천지타운,59.94,"4,500",1,1993,해병로 241
전라남도 여수시 소라면 죽림리,여수죽림사랑으로부영1차,59.9284,"20,500",7,2014,죽림로 10
경기도 고양시 일산동구 마두동,백마마을(금호),83.77,"59,500",14,1995,일산로 206
충청북도 진천군 진천읍 읍내리,진천정암옥당,59.871,"9,200",1,1999,남산9길 8
전라남도 광양시 광양읍 칠성리,주공칠성2,25.14,"2,750",1,1988,호북길 25
충청남도 아산시 신창면 남성리,아산한미금강,59.34,"5,900",8,1995,서부북로 813
경상북도 경산시 중산동,중산하늘채더퍼스트,84.6477,"54,900",16,2021,경산로 280
경상북도 경산시 중산동,펜타힐즈더샵1차,72.7097,"39,500",7,2017,펜타힐즈2로 60
경기도 부천시 원미구 상동,진달래마을(효성),84.98,"84,000",15,2002,계남로 72
경기도 파주시 동패동,책향기마을10단지동문굿모닝힐(1698),84.881,"34,000",14,2005,책향기로 441
전라남도 여수시 신기동,부영3,60,"10,400",10,1989,선소로 72-14
경기도 양주시 삼숭동,양주자이5단지,59.8903,"17,500",13,2005,삼숭로38번길 190
경기도 양주시 삼숭동,양주자이1단지,74.8844,"20,700",5,2005,삼숭로38번길 78-30
경기도 용인시 기흥구 상하동,강남마을한라비발디,84.95,"42,500",14,2004,강남동로 128
충청남도 보령시 죽정동,대우,59.946,"9,800",17,1997,봉황로 116
경상북도 경산시 중산동,펜타힐즈더샵1차,63.4751,"36,500",13,2017,펜타힐즈2로 60
전라남도 여수시 소호동,금호(소호),84.87,"14,000",15,1992,소호5길 22
전라남도 여수시 소호동,금호(소호),74.245,"14,700",7,1992,소호5길 22
경기도 부천시 소사구 괴안동,이편한세상온수역,59.9863,"76,800",18,2020,경인로 605
충청남도 아산시 신창면 남성리,아산코아루,59.9611,"14,500",15,2006,남성길 123
충청북도 제천시 화산동,서희스타힐스,74.8417,"21,800",8,2016,원화산로 43
충청남도 천안시 서북구 두정동,두정역효성해링턴플레이스,84.82,"41,500",5,2020,봉정로 324
충청남도 천안시 서북구 두정동,두정역효성해링턴플레이스,59.86,"30,200",5,2020,봉정로 324
충청남도 천안시 서북구 두정동,우남2차,84.9154,"22,600",9,2003,두정역서1길 22
충청남도 천안시 서북구 두정동,두정3푸르지오,84.9,"21,000",13,2003,성정두정로 142
경상남도 김해시 무계동,석봉마을9단지부영5차,47.382,"10,200",9,2002,금관대로599번길 27
경기도 포천시 일동면 기산리,일동기산베스트빌,84.932,"22,000",8,2006,운악청계로 1772
전라남도 고흥군 도양읍 봉암리,고흥경보이-그린,84.87,"20,500",3,2013,천마로 163
경기도 파주시 동패동,숲속길마을7단지월드메르디앙센트럴파크,84.99,"31,000",7,2006,책향기로 403
경상북도 포항시 북구 학잠동,대림힐타운,75.7,"16,000",16,1999,양학로34번길 14
경기도 양평군 양평읍 양근리,양평현대,59.7,"22,800",14,1996,관문길 60
경상남도 김해시 신문동,더스카이시티제니스앤프라우,64.9409,"27,800",29,2025,장유로 500
충청북도 청주시 청원구 오창읍 양청리,오창롯데캐슬더하이스트,84.9755,"43,000",27,2018,중부로 760
경기도 고양시 일산동구 중산동,중산마을10(동신),84.9,"34,300",8,1995,탄중로 430
경기도 평택시 고덕동,고덕국제신도시르플로랑,55.97,"42,400",12,2021,고덕국제대로 202
경상북도 구미시 오태동,대동타운3차(103동),59.62,"5,480",1,1996,금오대로16길 16
경기도 광명시 소하동,금호어울림,84.99,"69,000",18,2006,하안로 154
충청북도 청주시 흥덕구 오송읍 연제리,오송상록롯데캐슬,84.933,"35,000",5,2010,오송생명5로 202
경기도 하남시 망월동,미사강변파밀리에,74.8,"94,000",20,2014,아리수로 589
경상북도 포항시 북구 득량동,양학신원아침도시퀘렌시아,84.773,"38,000",9,2023,양학로 19-8
충청북도 청주시 흥덕구 비하동,삼일,84.85,"12,350",10,1990,비하로63번길 24
경기도 파주시 동패동,숲속길마을7단지월드메르디앙센트럴파크,84.99,"31,000",7,2006,책향기로 403
경기도 화성시 영천동,동탄역포레너스,84.5442,"58,000",6,2017,동탄대로24길 199
경상북도 구미시 오태동,대동타운3차(101동102동),59.62,"7,700",14,1996,금오대로14길 12
경기도 고양시 일산동구 중산동,하늘마을2단지,75.61,"43,400",14,2007,하늘마을로 94
경상북도 봉화군 봉화읍 내성리,로얄3차,59.37,"5,000",6,1994,교촌2길 3
충청남도 천안시 동남구 목천읍 응원리,세광엔리치빌1차,84.1819,"13,800",6,2001,충절로 687
경기도 남양주시 진접읍 부평리,진접센트레빌시티1단지,101.98,"38,000",3,2009,부평로 32
경기도 남양주시 진접읍 부평리,진접센트레빌시티1단지,84.98,"35,700",20,2009,부평로 32
경기도 시흥시 죽율동,시흥6차푸르지오2단지,84.98,"38,800",9,2013,죽율로 36
경상북도 경주시 충효동,대우2차,59.998,"9,300",11,1996,충효5길 13
경기도 부천시 원미구 중동,설악마을(주공),49.8,"37,000",12,1993,계남로 195
경상북도 구미시 옥계동,동우대백타운,59.85,"3,900",7,1994,흥안로 63
경상북도 경주시 황성동,협성휴포레황성,101.9903,"34,500",3,2018,유림로 21
경기도 부천시 원미구 중동,설악마을(주공),49.8,"37,000",12,1993,계남로 195
경상북도 경주시 용강동,대신3,59.88,"6,000",2,1995,양정로 334
경상북도 경주시 용강동,대신3,59.88,"9,900",1,1995,양정로 334
경기도 시흥시 장곡동,연성쉐르빌,33.24,"8,100",7,2002,인선길 46
경기도 포천시 소흘읍 송우리,태봉마을,84.88,"22,500",20,2005,태봉로 153
경기도 시흥시 장현동,제일풍경채에듀,84.926,"54,800",13,2020,장현순환로 111
경상북도 구미시 인의동,이화,44.326,"2,200",6,1991,검성로 54-17
경기도 시흥시 거모동,동원,53.64,"14,000",13,1991,도일로112번안길 22
경상북도 구미시 구평동,부영7,81.1718,"11,500",12,2004,인동36길 23-34
경상북도 구미시 구평동,부영5,45.8895,"7,900",13,2001,인동가산로 250-9
경상북도 경주시 천북면 동산리,경주휴엔하임퍼스트,49.9441,"14,500",9,2019,동산3길 23-59
경상북도 경주시 천북면 동산리,경주휴엔하임퍼스트,59.9014,"15,500",13,2019,동산3길 23-59
경기도 시흥시 하상동,연꽃마을대우삼호아파트,59.88,"22,300",10,1999,관곡지로 222
경상북도 김천시 신음동,현대2,77.715,"15,300",20,1999,시청로 42
경상북도 김천시 신음동,김천주공해돋이타운,59.89,"12,800",4,2002,신음새동네길 110
경기도 시흥시 은행동,우남,84.7246,"41,500",5,2001,대은로104번길 11
경기도 시흥시 은행동,은계브리즈힐,74.91,"52,000",19,2019,은계중앙로 118
경기도 남양주시 오남읍 양지리,극동,54.21,"12,800",1,1992,진건오남로884번길 22-59
경상북도 김천시 부곡동,부곡3주공아파트(및상가),42.9,"4,100",14,1995,문지왈길 68
충청북도 청주시 흥덕구 봉명동,봉명아이파크,112.5763,"32,000",7,2005,덕암로108번길 44
경기도 시흥시 미산동,해가든더클래식,120.1,"39,500",2,2009,미산로100번길 11
경기도 남양주시 오남읍 양지리,양지,84.9,"23,500",19,2001,진건오남로884번길 56-58
경기도 시흥시 신천동,동진2,59.99,"19,400",2,1991,수인로3409번길 54
경상북도 안동시 용상동,e편한세상안동강변,77.66,"42,800",10,2018,중평길 107-16
경상북도 안동시 용상동,경동,84.995,"12,000",3,1993,중들길 65
경상북도 안동시 용상동,용상2주공,38.07,"4,400",3,1983,전거리8길 40
경상북도 안동시 용상동,용상5-1주공,49.62,"8,300",7,1998,경동로 977-6
경기도 남양주시 오남읍 오남리,한국1,59.99,"18,000",3,1999,진건오남로 735-10
경상북도 구미시 송정동,푸르지오캐슬A단지,84.9106,"26,500",11,2007,박정희로 599
충청북도 청주시 서원구 개신동,휴먼시아,49.93,"14,300",21,2001,경신로 67
경기도 오산시 금암동,죽미마을휴튼9단지,84.87,"38,500",5,2011,수청로 165
경상북도 구미시 남통동,남통e-편한세상,125.7825,"34,000",13,2009,선기로 77
경기도 오산시 부산동,오산시티자이1차2단지,59.9189,"35,800",19,2017,부산중앙로 12
경기도 오산시 부산동,오산시티자이1차2단지,59.9189,"35,800",19,2017,부산중앙로 12
충청북도 청주시 서원구 죽림동,청주가경3주공,59.92,"18,800",10,2003,대림로 493
충청북도 제천시 모산동,로즈웰모산힐,84.905,"16,000",3,2003,신죽하로 165
충청북도 청주시 서원구 남이면 가마리,청주가마힐데스하임,84.9114,"33,400",23,2016,2순환로 1717
충청북도 제천시 고암동,두진백로,45.6,"7,800",7,1997,용두천로 384
충청북도 청주시 흥덕구 복대동,아름다운나날영조1,59.3291,"17,900",13,2003,증안로 21
충청북도 청주시 흥덕구 복대동,아름다운나날2차,79.3718,"27,300",12,2004,증안로 100
충청북도 청주시 흥덕구 복대동,신영지웰,84.859,"42,700",6,2009,진재로103번길 37
충청북도 청주시 흥덕구 복대동,현대2,60,"20,700",7,2000,증안로 77
충청북도 청주시 흥덕구 복대동,청송,70.61,"8,500",1,1981,사직대로29번길 14
충청북도 청주시 흥덕구 복대동,덕성,22.68,"2,650",15,1991,가로수로1379번길 83
충청북도 청주시 청원구 내덕동,율량서희스타힐스,84.915,"38,800",3,2016,충청대로84번길 30
경기도 양주시 덕정동,주공1(은동마을),84.34,"26,000",17,2001,화합로1426번길 39
충청북도 옥천군 옥천읍 금구리,옥천가화현대아파트,59.88,"10,000",11,1995,가화3길 18
충청북도 옥천군 옥천읍 금구리,다산금빛아파트,59.85,"9,800",9,2002,가화3길 8
충청북도 증평군 증평읍 장동리,대성베르힐리오파크,59.95,"18,250",13,2015,북부두름길 80
경상남도 김해시 무계동,석봉마을9단지부영5차,47.382,"10,400",15,2002,금관대로599번길 27
경기도 양주시 삼숭동,양주자이(6단지),84.9218,"19,400",1,2006,삼숭로58번길 115
충청북도 청주시 흥덕구 가경동,삼일원앙,59.85,"15,000",9,1997,가경로 100-20
경기도 광주시 초월읍 도평리,도평리2차우림퓨전빌,84.573,"25,000",8,2002,현산로 119
충청북도 진천군 덕산읍 두촌리,충북혁신도시아모리움내안애,84.9637,"31,700",2,2018,대하로 114
